guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
26069ba7-90ed-4c9d-8337-4ee294ca560a,2826687770,sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat,<COLOR FF0000>#Rejected#</COLOR> sid003_SceneSV_chat
7b6519fe-4a7e-4217-8a5a-0677b33230a9,482314281,sid003_SceneSV_chat_001_01,"今日のために、武器の手入れも
万全にしておいたわ！","I gave my weapon some extra
love and care just for today!","J'ai bichonné mon arme
pour aujourd'hui !","Ho prestato cure speciali alla
mia arma proprio per oggi!","Ich habe meine Waffe extra
für heute liebevoll gepflegt!","Le he dado algo más de cariño
a mi arma, ¡solo por ser hoy!","Сегодня я уделила моему оружию
чуть больше любви и заботы!","Dałam dzisiaj mojej broni
nieco więcej miłości i troski!",,,"Dei um amor e cuidados extras
à minha arma para hoje!","오늘을 위해서 무기도
완벽하게 손질해 뒀어!","為了今天，我已經把武器
保養到最完美的狀態了！","为了今天，武器的保养
我也做得万无一失！",,,,,,,,"لقد أعطيت سلاحي بعض
الحب والرعاية اليوم!",,,,,,,,,,,
7180bb1c-600b-4d8c-b7ef-41a3bddb28f1,3782096163,sid003_SceneSV_chat_002_01,"ほら、もっと！　もっとよ！
テンション上げていきなさい！","What a delight this will be!
It's time to have some fun!","Ce sera génial !
C'est le moment de s'amuser !","Sarà splendido! È giunto il
momento di divertirsi un po'!","Das wird ganz entzückend!
Zeit für ein bisschen Spaß!","¡Esto va a ser una maravilla!
¡Ya toca divertirnos un poco!","Это будет чудесно!
Пора повеселиться!","To będzie czysta przyjemność!
Czas na zabawę!",,,"Isso vai ser incrível!
Hora da diversão!","자, 더 힘차게! 더!
더 기운차게 가는 거야!","來吧！再來！再來啊！
再讓心情更亢奮一點！","来，多点！再多点！
给我再兴奋一点！",,,,,,,,"يا للروعة!
حان وقت المرح!",,,,,,,,,,,
7d0c5263-67ca-46cc-9fb6-bc6a4ccc52de,2405303565,sid003_SceneSV_chat_003_01,"フフッ…楽しみ！
ねぇ、あなたもそうでしょう？","I simply cannot wait!
The feeling is mutual, right?","J'ai trop hâte ! Tu
penses pareil, hein ?","Non vedo l'ora!
Vale lo stesso per te, vero?","Ich kann es gar nicht erwarten!
Du auch, oder?","¡Es que no puedo esperar!
El sentimiento es mutuo, ¿no?","Сгораю от нетерпения!
Ты тоже, верно?","Nie mogę się doczekać!
Ty też, prawda?",,,"Mal posso esperar! Você também
se sente assim, né?","후훗… 기대되는걸!
당신도 그렇지?","呵呵……太期待了！
您也是這麼想的吧？","呵呵……好期待！
你也一样期待吧？",,,,,,,,"لا أستطيع الانتظار
هذا الشعور مشترك، أليس كذلك؟",,,,,,,,,,,
1e7621ae-2fc6-4ede-acdc-d7fe58f83b00,1572587849,sid003_SceneSV_chat_010_01,"フフッ、久々の同行仲間…。
ああ…楽しい狩猟の始まりよ！","It's been a long time since
I hunted with someone else!","Ça fait un bail que j'ai pas
chassé en compagnie !","Ne è passato di tempo da
quando ho cacciato con altri!","Es ist schon lange her, dass ich
mit jemand anderem jagen war!","¡Hacía mucho tiempo que no
me acompañaba nadie a cazar!","Давно я не охотилась
с кем-то еще!","Sporo czasu upłynęło od moich
ostatnich wspólnych łowów!",,,"Faz muito tempo que
não caço com alguém!","후훗, 오랜만에 동료와 함께…
즐거운 사냥 시간이야!","呵呵，好久沒有同行的夥伴了……
啊啊……愉快的狩獵開始啦！","呵呵，好久没有同行的伙伴了……
啊……来痛快地狩猎一场吧！",,,,,,,,"لقد مرّ وقت طويل منذ أن
خرجت للصيد مع شخص آخر!",,,,,,,,,,,
0d36b004-6ffc-45d0-a7cb-b35cc7b9e381,1416811727,sid003_SceneSV_chat_010_02,"今日は徹底的に狩猟に
付き合ってもらうからね。","Today is sure to be a
challenge, so no holding back!","Ça va être dur aujourd'hui,
alors on donne tout !","Oggi sarà una sfida tosta,
quindi diamoci dentro!","Heute wird sicher herausfordernd!
Also keine Zurückhaltung!","Hoy nos espera un buen reto,
así que ¡nada de contenerse!","Сегодня придется нелегко,
выкладывайся на полную!","Dzisiaj czeka nas wyzwanie,
daj z siebie wszystko!",,,"Hoje vai ser complicado,
então nada de se segurar!","오늘은 진득하게
사냥에 어울려 줘야겠어.",今天要請您好好地陪我狩獵。,今天你要陪我好好狩猎一场啊。,,,,,,,,"مما لا شك فيه أن اليوم سيمثل
تحديًّا، لذا لنبذل قصارى جهدنا!",,,,,,,,,,,
050b8192-f6f9-4187-8661-b4b2f1813899,3751932711,sid003_SceneSV_chat_010_03,"ほら早く！　早くモンスターを
狩りに行きましょう！","Let's hurry up and make
our way to the monsters!","Vite, dirigeons-nous
vers les monstres !","Sbrighiamoci a raggiungere
i mostri!","Beeilen wir uns, zu den Monstern
zu kommen!","¡Vayamos deprisa donde están
esos monstruos!",Поспешим навстречу монстрам!,"Pośpieszmy się i ruszajmy
w kierunku potworów!",,,"Vamos nos apressar e
encontrar logo os monstros!","자, 어서! 빨리 몬스터를
사냥하러 가자!","好了，快點！
我們快去狩獵魔物吧！",快点！快点去狩猎怪物吧！,,,,,,,,"لنسرع و
نشق طريقنا نحو الوحوش!",,,,,,,,,,,
d37f1003-cfc1-49a3-8578-4fa6cd263877,2211381767,sid003_SceneSV_chat_011_01,"あなたは、なぜか怯える仲間と
違って平気そうだから安心だわ。","I'm impressed with your poise,
quite unlike the others!","Ton sang-froid m'impressionne,
pas comme les autres !","Sono stupita dalla tua calma!
Tu non sei come gli altri.","Ich bin beeindruckt von dir.
Deine Haltung ist exzellent!","¡Me encanta tu aplomo!
Nadie te puede igualar.","Твое самообладание впечатляет,
так непохоже на других!","Imponuje mi twoje opanowanie,
to rzadko spotykane!",,,"Estou boba com seu equilíbrio,
bem diferente dos outros!","당신은 겁 많은 동료들과 달리
침착해 보여서 마음이 놓여.","您跟我的其他同伴不一樣，
看起來似乎沒事，那我就放心了。","你和其他同伴不一样，
一点都不怕我，真令人安心。",,,,,,,,"أنا معجب باتزانك،
أنت مختلف عن الآخرين!",,,,,,,,,,,
75ad0358-1083-469c-8bc2-432fb27e43a7,3571473603,sid003_SceneSV_chat_011_02,"今日もよろしく頼むわよ！
思いっきり楽しみましょう！","Much obliged for today!
Let's make the most of it!","Merci pour aujourd'hui !
Profitons-en à fond !","Grazie del tuo aiuto!
Facciamo del nostro meglio!","Vielen Dank für heute!
Machen wir das Beste daraus!","¡Te agradezco mucho lo de hoy!
¡Saquémosle todo el partido!","Я очень благодарна! Давай
проведем этот день с пользой!","Dziękuję za dzisiejszą wyprawę!
Nie zmarnujmy okazji!",,,"Muito grata por hoje!
Vamos fazer valer!","오늘도 잘 부탁해!
마음껏 즐기자!","今天也麻煩你了！
讓我們盡情享受吧！","今天也麻烦你了！
我们狩猎狩到尽兴吧！",,,,,,,,"أنا ممتنة لهذا اليوم!
دعنا نستغله جيدًا!",,,,,,,,,,,
fcde47cb-9e8f-4c26-992d-49e25511e33b,2615865048,sid003_SceneSV_chat_012_01,"今回は中々手ごわい相手ね…。
フフッ、最高じゃない！","Today is sure to be a challenge!
The tougher, the better, I say!","Ça va être dur aujourd'hui !
Et plus c'est dur, mieux c'est !","Oggi sarà una bella sfida!
Più grossi sono, meglio è!","Heute wird herausfordernd!
Je härter, desto besser!","¡Hoy nos espera un buen reto!
¡Cuanto más difícil, mejor!","Сегодня придется нелегко! По
мне — чем сложнее, тем лучше!","Dzisiaj czeka nas wyzwanie!
Im trudniejsze, tym lepsze!",,,"Hoje vai ser complicado!
Quanto mais difícil, melhor!","이번 상대는 만만치 않겠는걸…
후훗, 최고야!","這次的對手也相當難纏呢……
呵呵，求之不得！","这次的对手挺厉害的嘛……
呵呵，太棒啦！",,,,,,,,"مما لا شك فيه أن اليوم سيمثل تحديًّا،
برأيي أنه كلما كان أصعب، كان أفضل!",,,,,,,,,,,
