guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
c3f08bf6-2a6f-4bfb-ad32-e79b5a53bd40,40052794,evc3026_Text_01,お空にきらめくお星様,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816bc4c-834a-4178-a227-bc753cc79762,1735201717,evc3026_Text_02,きらりとかがやく流れ星,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30145ad0-f2fe-4b8b-8f97-eab1bb167785,282148076,evc3026_Text_03,おめめとおくちを描いたら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78c564b7-97b2-427d-91a1-50249d8ebd53,3325888552,evc3026_Text_04,うさ団子の,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549128b6-b614-4c0e-a67e-ed48aa90d996,3993828500,evc3026_Text_05,できあがり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592869bd-3f3e-409e-90ac-af8372c66ced,2741047266,evc3026_Text_01_Loca,,Gazing at shiny lights in the sky,Sous la voûte céleste et ses lumières,Di notte il cielo mi fermo a guardare,"Funkelnde Lichter, weit oben am Himmel",Al observar el cielo estrellado y en paz,Сияет ли солнце с небес,Spójrz na te śliczne światełka na niebie!,,,Olhando para o céu luzente,하늘에서 반짝이는 별님,高高掛在空中　發光的星星,天上星星眨呀眨,,,,,,,,يحدق بالأنوار اللامعة في السماء,,,,,,,,,,,
c6057af0-4d2d-4c2e-816a-9f4f729d4f39,771493170,evc3026_Text_02_Loca,,Suddenly some falling stars fly by,Des étoiles filent tel des éclairs,Le stelle cadenti mi piace ammirare,Plötzlich umgeben von Sternengewimmel,De pronto atraviesa una estrella fugaz,Звезды ли свет свой льют,Lśniące gwiazdki przemykają wokół ciebie,,,"De repente, vejo estrelas cadentes",어둠을 수놓는 별똥별,夜晚劃過天際　閃耀的流星,流星划过亮闪闪,,,,,,,,تمر فجأة بعض النجوم المتساقطة,,,,,,,,,,,
46fa99e7-d4ca-4242-ad45-15922488f5c1,3871128975,evc3026_Text_03_Loca,,With eyes and mouths they look so sweet,Leur aspect est grandement appétissant,"Con gli occhi e la bocca, li assaporo","Unglaublich süß, mit Augen und Mund",Con ojos y bocas que no pueden hablar,Все дружно бегут,Słodziutkie ich urocze oczy i usta,,,"Com olhos e bocas, eles ficam contentes",눈과 입을 그리면,接著加上眼睛　還有小嘴巴,画上眼睛和嘴巴,,,,,,,,بعيون وأفواه رائعة,,,,,,,,,,,
4eab46c0-1628-4300-8677-901f7704213b,875151149,evc3026_Text_04_Loca,,Fluffy Bunny Dango,Dango-lapins bondissants,Dango a coniglietto soffici,Fluffige Dango mit Hasengesichtern,Dango esponjoso,Данго Пушистый кролик,Puchate króliczkowe dango,,,Dango de Coelhinho Fofinho,토끼 경단이,兔兔糰子,兔团子呀,,,,,,,,دانجو الأرانب المنفوش,,,,,,,,,,,
4d091efe-c9e5-4611-87ea-5a2bd441c62f,405916913,evc3026_Text_05_Loca,,They're a tasty treat!,Il n'y a pas régal plus satisfaisant !,Il mio dolce tesoro!,"Nicht nur lecker, sie sind auch gesund!",¡Son todo un manjar!,Данго на стол подают!,Trafią w każde gusta!,,,É mesmo um delicioso deleite,완성,就完成囉,完成啦,,,,,,,,يا لها من مكافأة لذيذة,,,,,,,,,,,
